accepted_source	accepted_relation	accepted_consumer	accepted_declaration_source	accepted_fingerprint	proposed_source	proposed_relation	proposed_consumer	proposed_declaration_source	proposed_fingerprint	disposition
workflow.planning.concurrent-integration-routing	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/concurrent-integration-applicability.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:23a36dd17fd38f394656d8c094fd2b3526330b0db79ee2d6f08ecc3f9340c037	workflow.planning.concurrent-integration-routing	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/concurrent-integration-applicability.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:23a36dd17fd38f394656d8c094fd2b3526330b0db79ee2d6f08ecc3f9340c037	retain
workflow.planning.concurrent-integration-routing	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/concurrent-integration-outcomes.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:e8d181023c96dcdf606cf1e793d8ba8c6d38a8e4826bff51afe2076ede3fd890	workflow.planning.concurrent-integration-routing	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/concurrent-integration-outcomes.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:e8d181023c96dcdf606cf1e793d8ba8c6d38a8e4826bff51afe2076ede3fd890	retain
workflow.planning.concurrent-integration-routing	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/work-slice-proportionality.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:4d43c1cb05cccc3b39497592d151155bfa9e4953c9b3543dc6165a0d537b3a2e	workflow.planning.concurrent-integration-routing	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/work-slice-proportionality.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:4d43c1cb05cccc3b39497592d151155bfa9e4953c9b3543dc6165a0d537b3a2e	retain
workflow.planning.concurrent-integration-routing	normative-consumer	profile.workflow.concurrent-plan-integration	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:2c8b4c14ff2f13da69c9cbb408ae93aa5539c1ea8ead4f018c801d7745ea64b6	workflow.planning.concurrent-integration-routing	normative-consumer	profile.workflow.concurrent-plan-integration	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:2c8b4c14ff2f13da69c9cbb408ae93aa5539c1ea8ead4f018c801d7745ea64b6	retain
workflow.planning.concurrent-integration-routing	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:dd2fac6cb20bff04b339de27b7333d050bc1ba0758fa343ff411bab5146ca3eb	workflow.planning.concurrent-integration-routing	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:dd2fac6cb20bff04b339de27b7333d050bc1ba0758fa343ff411bab5146ca3eb	retain
workflow.planning.concurrent-integration-routing	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:0a7cb8c89328eef042fda7462956db381347b724070cbe8431e266af26aca84c	workflow.planning.concurrent-integration-routing	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:0a7cb8c89328eef042fda7462956db381347b724070cbe8431e266af26aca84c	retain
workflow.planning.concurrent-work	enforcement-suite-projection	plan-template-projection	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:b21c9c995fffab18ed83d99bd83f2a42d79fd0d0a0ba4603baa13cc6252d1b3e	workflow.planning.concurrent-work	enforcement-suite-projection	plan-template-projection	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:b21c9c995fffab18ed83d99bd83f2a42d79fd0d0a0ba4603baa13cc6252d1b3e	retain
workflow.planning.concurrent-work	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:26046f3147c6645b0e8535b5985139ac41eece2076af33fcba9fe49573ef358f	workflow.planning.concurrent-work	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:26046f3147c6645b0e8535b5985139ac41eece2076af33fcba9fe49573ef358f	retain
workflow.planning.concurrent-work	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:114f2ed33bb2ff3cb3de9be0adf081e6611a0f6305514d9deca343fbbb91d06a	workflow.planning.concurrent-work	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:114f2ed33bb2ff3cb3de9be0adf081e6611a0f6305514d9deca343fbbb91d06a	retain
workflow.planning.concurrent-work	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/template-projection-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:8e15ae560b14088f7234717abd18cc00f4d7020864230f153bff03e4bffc1076	workflow.planning.concurrent-work	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/template-projection-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:8e15ae560b14088f7234717abd18cc00f4d7020864230f153bff03e4bffc1076	retain
workflow.planning.concurrent-work	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:233f25d7e8aba971953c19fe2212e01b5adce3bd9413e7bd2db275b67029352f	workflow.planning.concurrent-work	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:233f25d7e8aba971953c19fe2212e01b5adce3bd9413e7bd2db275b67029352f	retain
workflow.planning.concurrent-work	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:9b242b2fc84fcbdc9eadef7ec5fef780c8ff854891e31410b80aa10402466716	workflow.planning.concurrent-work	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:9b242b2fc84fcbdc9eadef7ec5fef780c8ff854891e31410b80aa10402466716	retain
workflow.planning.current-state	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:ad72203e05a04cfdf6d2cbb6a5a23f10a205fc394c18cb3caf013f0ed422eca7	workflow.planning.current-state	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:ad72203e05a04cfdf6d2cbb6a5a23f10a205fc394c18cb3caf013f0ed422eca7	retain
workflow.planning.current-state	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:a1017e64cc23fbca729e7a310aee96502abe44d1dcd83f504643b7765a0530b4	workflow.planning.current-state	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:a1017e64cc23fbca729e7a310aee96502abe44d1dcd83f504643b7765a0530b4	retain
workflow.planning.current-state	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/work-slice-proportionality.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:6e0814e88456d434d4c39ef1f45bccba01480bb0f812d831dab342065cfb3081	workflow.planning.current-state	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/work-slice-proportionality.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:6e0814e88456d434d4c39ef1f45bccba01480bb0f812d831dab342065cfb3081	retain
workflow.planning.current-state	normative-consumer	workflow.commit	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:a0253ca1feedaafa958c469fffe36fc187ddb3af26656ee3004beb58e6024be9	workflow.planning.current-state	normative-consumer	workflow.commit	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:a0253ca1feedaafa958c469fffe36fc187ddb3af26656ee3004beb58e6024be9	retain
workflow.planning.current-state	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:0e3d2e4d677828212b453779dd243b50b0e6579eff8e552d6edf5999ab46b24a	workflow.planning.current-state	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:0e3d2e4d677828212b453779dd243b50b0e6579eff8e552d6edf5999ab46b24a	retain
workflow.planning.findings	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:d97352e1e64294bfef00216c82c6450f7d81576f78200febc587971fd7998264	workflow.planning.findings	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:d97352e1e64294bfef00216c82c6450f7d81576f78200febc587971fd7998264	retain
workflow.planning.findings	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:5adaef44c2e332f19cceb5b31a41d1929fa8a725bcabac07d1f6c4d512539719	workflow.planning.findings	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:5adaef44c2e332f19cceb5b31a41d1929fa8a725bcabac07d1f6c4d512539719	retain
workflow.planning.lifecycle	enforcement-suite-projection	plan-implementation-entrypoint	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:cce96253bb7b9a764028151e4cf6026bc926fd0dcf443191fc0e44e1247980c1	workflow.planning.lifecycle	enforcement-suite-projection	plan-implementation-entrypoint	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:cce96253bb7b9a764028151e4cf6026bc926fd0dcf443191fc0e44e1247980c1	retain
workflow.planning.lifecycle	enforcement-suite-projection	planning-admission	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:ceb35d244faacbd6d765cddb0bf17e9b8b9c4b474788e35b310ee6eff5f096d2	workflow.planning.lifecycle	enforcement-suite-projection	planning-admission	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:ceb35d244faacbd6d765cddb0bf17e9b8b9c4b474788e35b310ee6eff5f096d2	retain
workflow.planning.lifecycle	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/admission-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:83bc3b5ad6998840e3e1cc0cd3ef02b6306fdfbc8fb50cd9303d17bfddeab1a4	workflow.planning.lifecycle	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/admission-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:83bc3b5ad6998840e3e1cc0cd3ef02b6306fdfbc8fb50cd9303d17bfddeab1a4	retain
workflow.planning.lifecycle	normative-consumer	profile.workflow.concurrent-plan-integration	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:d98c621d36675ff6ebba834e8c372e7e16a4573f636b849affada615898ea203	workflow.planning.lifecycle	normative-consumer	profile.workflow.concurrent-plan-integration	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:d98c621d36675ff6ebba834e8c372e7e16a4573f636b849affada615898ea203	retain
workflow.planning.lifecycle	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:9b392f86285b033c519757f9f9757d8eaf72802b593fd5a17345c2aa9fc3213f	workflow.planning.lifecycle	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:9b392f86285b033c519757f9f9757d8eaf72802b593fd5a17345c2aa9fc3213f	retain
workflow.planning.milestones-and-slices	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:05a7ecb1f13b76e3e210a1c72754a8d9ffdd388b1cc9147e8f173bebf99e1780	workflow.planning.milestones-and-slices	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:05a7ecb1f13b76e3e210a1c72754a8d9ffdd388b1cc9147e8f173bebf99e1780	retain
workflow.planning.milestones-and-slices	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/work-slice-proportionality.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:de62fa0449dc428da7bad62a460c79cd31cec84869da963a3c913967424a5bb5	workflow.planning.milestones-and-slices	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/work-slice-proportionality.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:de62fa0449dc428da7bad62a460c79cd31cec84869da963a3c913967424a5bb5	retain
workflow.planning.milestones-and-slices	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:3d0be8e6efbca19fafb6801c2cf3cc0c0b9e101ea1060a84f3f2dda8e15cd434	workflow.planning.milestones-and-slices	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:3d0be8e6efbca19fafb6801c2cf3cc0c0b9e101ea1060a84f3f2dda8e15cd434	retain
workflow.planning.plan-admission	enforcement-suite-projection	plan-implementation-entrypoint	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:44d6d06be7cd5cdc1a0b2cf5d6270f64ca79193d73d26cafa5b5c09c15027a67	workflow.planning.plan-admission	enforcement-suite-projection	plan-implementation-entrypoint	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:44d6d06be7cd5cdc1a0b2cf5d6270f64ca79193d73d26cafa5b5c09c15027a67	retain
workflow.planning.plan-admission	enforcement-suite-projection	planning-admission	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:dafa5b978d6fb16aa48e6ca352f2f4b01164363ab02ab80540d6832033877de9	workflow.planning.plan-admission	enforcement-suite-projection	planning-admission	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:dafa5b978d6fb16aa48e6ca352f2f4b01164363ab02ab80540d6832033877de9	retain
workflow.planning.plan-admission	fixture-projection	evaluation/standards-effectiveness/fixtures/implementation/plan-entrypoint-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:1c1ea818dcc95830379ff746e7aeaa55985af76679d370e22ee1cb62cf506f83	workflow.planning.plan-admission	fixture-projection	evaluation/standards-effectiveness/fixtures/implementation/plan-entrypoint-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:1c1ea818dcc95830379ff746e7aeaa55985af76679d370e22ee1cb62cf506f83	retain
workflow.planning.plan-admission	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/admission-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:f9d7fe6d7d307215374314e564f494e127c331fab52827cf2a20823d56e1b141	workflow.planning.plan-admission	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/admission-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:f9d7fe6d7d307215374314e564f494e127c331fab52827cf2a20823d56e1b141	retain
workflow.planning.plan-admission	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:651102765a43e682dfe4ee32d6e5d074380c9dda30a16b3bc603cf29d92464b1	workflow.planning.plan-admission	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:651102765a43e682dfe4ee32d6e5d074380c9dda30a16b3bc603cf29d92464b1	retain
workflow.planning.plan-admission	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:7bd5ef677381979647749fbdd218c7b1d3acf90f18866ad025bbff8c2503157a	workflow.planning.plan-admission	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:7bd5ef677381979647749fbdd218c7b1d3acf90f18866ad025bbff8c2503157a	retain
workflow.planning.projection-completeness	enforcement-suite-projection	policy-semantic-impact	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:ab5355b4b013aae89321488276e7bc8b68a98cab337f40c278d6c3f826ed0f95	workflow.planning.projection-completeness	enforcement-suite-projection	policy-semantic-impact	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:ab5355b4b013aae89321488276e7bc8b68a98cab337f40c278d6c3f826ed0f95	retain
workflow.planning.replanning	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:c40b94357f0f09262858411aa8c2b30e759e57fbbfcf4e67b8392e1ee5d00413	workflow.planning.replanning	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:c40b94357f0f09262858411aa8c2b30e759e57fbbfcf4e67b8392e1ee5d00413	retain
workflow.planning.replanning	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:c067c6de9b61e294c0972684cbbb4a76d988478f6279a8a73d86591072b80cb7	workflow.planning.replanning	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:c067c6de9b61e294c0972684cbbb4a76d988478f6279a8a73d86591072b80cb7	retain
workflow.planning.replanning	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:f0ce37fb3178c8a6c3240146080b84b848ee12c6fda71e9de927c9feac3483a8	workflow.planning.replanning	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:f0ce37fb3178c8a6c3240146080b84b848ee12c6fda71e9de927c9feac3483a8	retain
workflow.planning.repository-isolation	enforcement-suite-projection	plan-template-projection	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:3b6e4ad9ee11aca39e978511c18b36325065c6db49f574178a4e84326c1eaa98	workflow.planning.repository-isolation	enforcement-suite-projection	plan-template-projection	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:3b6e4ad9ee11aca39e978511c18b36325065c6db49f574178a4e84326c1eaa98	retain
workflow.planning.repository-isolation	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/template-projection-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:a37e8832ffc476618dc3f96f55c5a8911356b588cad3a1133f2a32bce8a45455	workflow.planning.repository-isolation	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/template-projection-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:a37e8832ffc476618dc3f96f55c5a8911356b588cad3a1133f2a32bce8a45455	retain
workflow.planning.repository-isolation	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:37c1f8ddd71f7031b673de7ee546deb68c72d9aedc8f86e99a44069ee7310e18	workflow.planning.repository-isolation	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:37c1f8ddd71f7031b673de7ee546deb68c72d9aedc8f86e99a44069ee7310e18	retain
workflow.planning.systemic-finding-replan	enforcement-suite-projection	systemic-finding-replanning	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:5efa7f9b4f654d77549a1ad4ebf46559fd9a055ed79da10ef0c839a2d2dfa894	workflow.planning.systemic-finding-replan	enforcement-suite-projection	systemic-finding-replanning	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:5efa7f9b4f654d77549a1ad4ebf46559fd9a055ed79da10ef0c839a2d2dfa894	retain
workflow.planning.systemic-finding-replan	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/systemic-finding-missing-audit.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:457275e85826eac394a27e82318a9dd88811e5aaa40e0a2f88f0ec1ef5d30534	workflow.planning.systemic-finding-replan	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/systemic-finding-missing-audit.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:457275e85826eac394a27e82318a9dd88811e5aaa40e0a2f88f0ec1ef5d30534	retain
workflow.planning.systemic-finding-replan	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/systemic-finding-replan-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:d3a0811047da3eed63d69d0084b2b822fed330e036a065d514984c1270af79e1	workflow.planning.systemic-finding-replan	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/systemic-finding-replan-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:d3a0811047da3eed63d69d0084b2b822fed330e036a065d514984c1270af79e1	retain
workflow.planning.systemic-finding-replan	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:532aec562725494344846d872c1b28f0ff02a69b371ccd87aac05a479429f1cc	workflow.planning.systemic-finding-replan	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:532aec562725494344846d872c1b28f0ff02a69b371ccd87aac05a479429f1cc	retain
workflow.planning.systemic-finding-replan	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:361a1a5f03c6043418526882de2f8c0282dc52f5d44750d2515f9259fd1d0bf0	workflow.planning.systemic-finding-replan	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:361a1a5f03c6043418526882de2f8c0282dc52f5d44750d2515f9259fd1d0bf0	retain
workflow.planning.systemic-finding-replan	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:bbcb186be2f040e2afbab0dedabf00e9ea8bb7fe8a58d9e96e0a8d9d642d11f7	workflow.planning.systemic-finding-replan	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:bbcb186be2f040e2afbab0dedabf00e9ea8bb7fe8a58d9e96e0a8d9d642d11f7	retain
workflow.planning.written-plan-applicability	enforcement-suite-projection	full-review-prompt-entrypoint	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:d051fb1a13b9a9760249c5c1dd108f0189520e92092b5a6cca485d147f300843	workflow.planning.written-plan-applicability	enforcement-suite-projection	full-review-prompt-entrypoint	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:d051fb1a13b9a9760249c5c1dd108f0189520e92092b5a6cca485d147f300843	retain
workflow.planning.written-plan-applicability	enforcement-suite-projection	planning-admission	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:41fb6f4f2f13e5a9722ae193c0d26f9aed8bcade3f1b265d82374f3b416de98c	workflow.planning.written-plan-applicability	enforcement-suite-projection	planning-admission	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:41fb6f4f2f13e5a9722ae193c0d26f9aed8bcade3f1b265d82374f3b416de98c	retain
workflow.planning.written-plan-applicability	enforcement-suite-projection	s1-routing	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:47603b2ccf094a49b084410d3a404fe97b7e2e5d4262ea1b061a3f2c8f67ee78	workflow.planning.written-plan-applicability	enforcement-suite-projection	s1-routing	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:47603b2ccf094a49b084410d3a404fe97b7e2e5d4262ea1b061a3f2c8f67ee78	retain
workflow.planning.written-plan-applicability	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/admission-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:abd1ee05a972cb6dd05aabd49d84719b4950b02fe376f52dcf424c5113d90dea	workflow.planning.written-plan-applicability	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/admission-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:abd1ee05a972cb6dd05aabd49d84719b4950b02fe376f52dcf424c5113d90dea	retain
workflow.planning.written-plan-applicability	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/full-review-prompt-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:55003f6e7b6d5429a1486f13942ffe387f0b40aa1ea26cbdd93dbb9f1519ef8e	workflow.planning.written-plan-applicability	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/full-review-prompt-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:55003f6e7b6d5429a1486f13942ffe387f0b40aa1ea26cbdd93dbb9f1519ef8e	retain
workflow.planning.written-plan-applicability	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/work-slice-proportionality.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:5449d5558802f91673e94380e481329ac4b444e8d58023eab3242a773b27e29c	workflow.planning.written-plan-applicability	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/work-slice-proportionality.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:5449d5558802f91673e94380e481329ac4b444e8d58023eab3242a773b27e29c	retain
workflow.planning.written-plan-applicability	prompt-projection	prompts/full-codebase-standards-refactor.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:3d21e99d48af633722227f8a8de2ba1444edb39224a48992fdbc3a12f2608f5e	workflow.planning.written-plan-applicability	prompt-projection	prompts/full-codebase-standards-refactor.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:3d21e99d48af633722227f8a8de2ba1444edb39224a48992fdbc3a12f2608f5e	retain
workflow.planning.written-plan-applicability	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:e85f455ec335809e5ddf37cb778c3ef23b484540a0cddefbe5d506215f17735d	workflow.planning.written-plan-applicability	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:e85f455ec335809e5ddf37cb778c3ef23b484540a0cddefbe5d506215f17735d	retain
workflow.planning.written-plan-applicability	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:67fe65816fc3035993f5f919bbb62fc77558fcccd10dfebd9cc5c057673a40d0	workflow.planning.written-plan-applicability	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:67fe65816fc3035993f5f919bbb62fc77558fcccd10dfebd9cc5c057673a40d0	retain
workflow.verification.differential-evidence	documentation-projection	docs/plans/standards-engine-standards-recovery/reports/json-schema-instance-equality-reproduction.md	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:1453c8b01234189b9f2fd644339f330aebfb738a64826d9840b25c564fa97a46	workflow.verification.differential-evidence	documentation-projection	docs/plans/standards-engine-standards-recovery/reports/json-schema-instance-equality-reproduction.md	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:1453c8b01234189b9f2fd644339f330aebfb738a64826d9840b25c564fa97a46	retain
workflow.verification.differential-evidence	enforcement-suite-projection	generated-contract-semantic-conformance	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:97af49d9a5c0cc82b136cd26dcf20490711bc6fee494e3e08bebb080b2618cec	workflow.verification.differential-evidence	enforcement-suite-projection	generated-contract-semantic-conformance	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:97af49d9a5c0cc82b136cd26dcf20490711bc6fee494e3e08bebb080b2618cec	retain
